-3.00190, 54.40278, The Drunken Duck, GB-Barngates, +44 1539 436347
-2.90517, 54.42593, The Queens Head Hotel, GB-Troutbeck, +44 1539 432174
-2.41988, 50.79709, The Puddle Inn, GB-Piddletrenthide, +44 1300 348468
-3.39353, 50.75031, The Jack in the Green Inn, GB-Rockbeare, +44 1404 822240
-1.47639, 52.60252, The Cock, GB-Sibson, +44 1827 880357
-3.32412, 50.98500, The Globe, GB-Appley, +44 1823 672327
-0.73821, 50.98771, The Angel Hotel, GB-Midhurst, +44 1730 812421
0.15855, 51.97359, The Cricketers, GB-Clavering, +44 1799 550442
-2.43527, 55.18077, The Blackcock Inn, GB-Falstone, +44 1434 240200
-3.39030, 50.82620, The Merry Harriers, GB-Westcott, +44 1392 881100
-0.75653, 52.89808, The Chequers, GB-Woolsthorpe, +44 1476 870701
-2.90205, 54.29839, The Mason Arms, GB-Cartmel Fell, +44 1539 568486
-0.68087, 53.32565, The Cross Keys, GB-Stow, +44 1427 788314
-0.68111, 51.02885, The Lickford Inn, GB-Lickford, +44 1798 861285
-1.39270, 54.17211, The Crab & Lobster, GB-Asenby, +44 1845 577286
-2.92219, 51.04300, The Rose and Crown, GB-Woodhill, +44 1823 490296
-0.68910, 51.57464, The Chequers, GB-Wooburn Common, +44 1628 529575
-0.92907, 51.02091, The Harrow Inn, GB-Steep, +44 1730 262685
-0.10748, 51.51818, The Olde Mitre Tavern, GB-Clarkenwell, +44 20 7405 4751
-2.77515, 51.43113, The Moorend Spout, GB-Nailsea, +44 1275 790206
-1.29495, 53.05768, The Red Lion, GB-Bagthorpe, +44 1773 810482
-0.00422, 53.36698, Ye Olde Whyte Swanne, GB-Louth, +44 1507 601312
-2.06203, 52.84735, The Holly Bush Inn, GB-Salt, +44 1889 508234
-2.69612, 52.30671, The Roebuck Inn, GB-Brimfield, +44 1584 711230
-1.16934, 50.91386, The Roebuck Inn, GB-Kingsmead, +44 1329 832150
-1.59972, 51.85354, Lamb Inn, GB-Shipston under Wychwood, +44 1993 830465
0.59265, 51.93557, The Green Man, GB-Gosfield, +44 1787 472746
-1.99019, 51.13927, The Bell Inn, GB-Wylye, +44 1985 248338
-1.77377, 50.92060, The Three Lions, GB-Stuckton, +44 1425 652489
0.30680, 51.24769, The Kentish Rifleman, GB-Dunks Green, +44 1732 810727
-0.20054, 51.47440, The White Horse, GB-Fulham, +44 20 7736 2115
-2.39111, 51.24134, The Talbot Inn, GB-Mells, +44 1373 812254
-1.27560, 51.98718, The Great Western Arms, GB-Aynho Wharf, +44 1869 338288
-5.31901, 56.00590, The Oystercatcher, GB-Otter Ferry, +44 1700 821229
-0.45505, 51.37820, The Old Crown, GB-Weybridge, +44 1932 842844
-1.69103, 52.09118, The Howard Arms, GB-Ilmington, +44 1608 682226
-0.95049, 53.86886, The Jefferson Arms, GB-Thorganby, +44 1904 448316
-2.03177, 51.36337, The George and Dragon, GB-Rowde, +44 1380 723053
-2.85161, 54.60178, The Brackenrigg Inn, GB-Watermillock, +44 1768 486206
1.25331, 52.00508, The Ship Inn, GB-Levington, +44 1473 659573
-2.43742, 53.28003, The Smoker, GB-Plumbley, +44 1565 722338
-0.92604, 51.84551, The Five Arrows Hotel, GB-Waddesdon, +44 1296 651727
-1.11087, 51.59822, The George, GB-Dorchester on Thames, +44 1865 340404
-0.60756, 50.92932, The White Horse Inn, GB-Sutton, +44 1798 869221
-1.64586, 53.13901, The Miners Standard Inn, GB-Bank Top, +44 1629 650276
-0.03769, 52.29680, The Three Tuns, GB-Fen Drayton, +44 1954 230242
-0.92216, 52.47850, The Three Swans, GB-Market Harborough, +44 1858 466644
-0.96441, 51.60623, The Crowne Inn, GB-Pishill, +44 1491 638364
-1.80858, 51.06381, The Old Mill at Harnham, GB-West Harnham, +44 1722 327517
-3.63782, 51.13400, The Crown Hotel, GB-Exford, +44 1643 831555
-2.99807, 52.49441, The Castle Hotel, GB-Bishops Castle, +44 1588 638403
-0.52376, 53.91962, The Wellington Inn, GB-Lund, +44 1377 217294
-3.18127, 50.99963, The White Horse, GB-Bradford on Tone, +44 1823 461239
-3.57818, 50.35154, The Royal Castle Hotel, GB-Dartmouth, +44 1803 833033
-3.38047, 50.80381, The Five Bells Inn, GB-Clyst Hydon, +44 1884 277288
1.57547, 52.26513, The Westleton Crown, GB-Westleton, +44 1728 648777
1.27176, 52.34467, The De La Pole Arms, GB-Wingfield, +44 1379 384545
-3.47288, 50.63978, The Devon Arms, GB-Kenton, +44 1626 890213
-0.83351, 51.69268, The Rose and Crowne, GB-Saunderton, +44 1844 345299
-3.67475, 50.27441, The Tradesmans Arms, GB-Stokenham, +44 1548 580313
1.37837, 52.49545, The Kings Head, GB-Woodton, +44 1508 482329
-1.62252, 52.06188, The Old Mill Hotel, GB-Shipton On Stour, +44 1608 661880
-1.65475, 51.43035, The Red Lion, GB-Axford, +44 1672 520271
-1.22535, 51.90832, The Jersey Arms, GB-Middleton Stoney, +44 1869 343234
-2.51649, 50.94598, The Half Moon, GB-Sherborne, +44 1935 812017
-3.65072, 50.38842, The Hunters Lodge Inn, GB-Cornworthy, +44 1830 732204
-1.45199, 53.14895, The White Horse, GB-Wooley Moor, +44 1246 590319
-4.82169, 50.59222, Portgaverne Hotel, GB-Portgaverne, +44 1208 880244
-0.72562, 51.02407, The Duke of Cumberland Arms, GB-Henley, +44 1428 652280
-4.54913, 50.90716, The Bush Inn, GB-Morwenstow, +44 1288 331242
-2.22933, 51.47246, The White Hart, GB-Ford, +44 1249 82213
-1.80053, 52.93876, The Crowne Inn, GB-Marston Mongomery, +44 1889 590541
-3.83236, 51.23169, The Rising Sun, GB-Lynmouth, +44 1598 753223
-0.85878, 54.26008, The Fox and Hounds, GB-Sinnington, +44 1751 431577
-3.65584, 50.29353, The Tower Inn, GB-Slapton, +44 1548 580216
-1.99302, 55.03216, The Queens Head Inn, GB-Great Whittington, +44 1434 672267
-1.79853, 52.23830, The Kings Head, GB-Aston Cantlow, +44 1789 488242
-0.84937, 52.68735, The Old Brewery, GB-Somerby, +44 1664 454777
0.89410, 51.99087, The Angel, GB-Stoke by Nayland, +44 1206 262816
-1.48826, 50.76920, The East End Arms, GB-East End, +44 1590 626223
-3.42796, 50.64843, The Redwing Inn, GB-Lympstone, +44 1395 222156
-0.53818, 53.23574, The Lion and Snake, GB-Lincoln, +44 1522 523770
-2.13077, 51.09580, The Angel Inn, GB-Hindon, +44 1747 820696
-2.61251, 53.02773, The Dusty Miller, GB-Wrenbury, +44 1270 780537
-3.08811, 52.78024, The Bradford Inn, GB-Llanymynech, +44 1691 830582
-0.77662, 51.70650, The Hampden Arms, GB-Great Hampden, +44 1494 488255
-2.38711, 53.26380, The Bells of Peover, GB-Lower Peover, +44 1565 722269
-1.26421, 53.85020, The Plough Inn, GB-Saxton, +44 1937 557242
-1.31462, 51.05843, The Wykeham Arms, GB-Winchester, +44 1962 853834
-2.43540, 55.17169, The Pheasant Inn, GB-Stannerburn, +44 1434 240382
-2.67135, 51.22476, The Wookey Hole Inn, GB-Wookey Hole, +44 1749 676677
-4.17273, 51.19677, The Grampus, GB-Lee, +44 1271 862906
-2.20347, 51.35396, The Tolgate Inn, GB-Ham Green, +44 1225 782326
-2.36803, 51.38738, The Richmond Arms, GB-Bath, +44 1225 823333
-2.05769, 53.18426, The Ship, GB-Wincle, +44 1260 227217
-1.33797, 51.23025, The Red House, GB-Whitchurch, +44 1256 895558
-0.64246, 52.91298, The Angel and Royal, GB-Grantham, +44 1476 565816
-0.62200, 50.86488, The Spur Hotel, GB-Slindon Common, +44 1243 814635
-1.60357, 52.13611, The Chequers, GB-Ettington, +44 1789 740387
-0.72540, 51.03489, The Kings Arms, GB-Fernhurst, +44 1428 652005
-1.98541, 54.57352, The Fox and Hounds Country Inn, GB-Cotherstone, +44 1833 650241
-4.30344, 50.45514, The Weary Friar, GB-Pillaton, +44 1579 350238
-0.19632, 51.48604, The Atlas, GB-Fulham, +44 20 7385 9129
-0.81136, 53.07891, The Castle Barge, GB-Newark, +44 1636 677320
-2.68694, 51.20762, The Burcott Inn, GB-Wookey, +44 1749 873874
-1.57232, 53.03606, The Black Swan, GB-Idrigehay, +44 1773 550249
-0.53842, 53.23348, The Wig and Mitre, GB-Lincoln, +44 1522 535190
0.89152, 51.31918, The Albion Tavern, GB-Faversham, +44 1795 591411
-1.61240, 50.92152, The Bell Inn, GB-Brook, +44 23 8081 2214
-3.70267, 50.46386, The Sea Trout, GB-Staverton, +44 1803 762274
-0.93008, 51.96562, The Old Thatched Inn, GB-Adstock, +44 1296 712584
0.79290, 52.10583, The Cock, GB-Lavenham, +44 1787 247407
-2.06130, 54.02468, The Angel Inn, GB-Hetton, +44 1756 730263
-1.61203, 53.01920, The Black Horse Inn, GB-Hulland Ward, +44 1335 370206
-2.79794, 51.33114, The crown, GB-Churchill, +44 1934 852995
1.20318, 52.42545, The Old Ram Coaching Inn, GB-Tivetshall St Mary, +44 1379 676794
-1.87783, 54.92762, The Feathers, GB-Hedley On The Hill, +44 1661 843607
-2.26415, 55.72021, The Wheatsheaf, GB-Duns, +44 1890 860257
1.21523, 52.19207, The Dobermann Inn, GB-Framsden, +44 1473 890461
-0.86938, 51.34839, The Golden Pot, GB-Eversley, +44 118 973 2104
-2.33086, 50.82558, The Poachers Inn, GB-Piddletrenthide, +44 1300 348358
-1.54498, 53.99328, The Drum and Monkey, GB-Harrogate, +44 1423 502650
-3.77197, 50.27650, The Crabshell Inn, GB-Kingsbridge, +44 1548 852345
-0.47315, 52.46953, The Mill, GB-Oundle, +44 1832 272621
-1.39499, 54.09399, The Black Bull, GB-Boroughbridge, +44 1423 322413
-0.58438, 51.96157, The Red Lion, GB-Milton Bryan, +44 1525 210044
-1.10513, 52.80578, The Hammer and Pincers, GB-Wymeswold, +44 1509 880735
-0.11010, 51.52442, The Eagle, GB-Clarkenwell, +44 20 7837 1353
-1.34462, 52.86784, The Clock Warehouse, GB-Shardlow, +44 1332 792844
-0.98197, 51.74927, The Old Trout, GB-Thame, +44 1844 212146
-0.73060, 52.66986, The Admiral Hornblower Hotel, GB-Oakham, +44 1572 759529
-2.03078, 52.19300, The Boot, GB-Flyford Flavell, +44 1386 462658
-1.56129, 54.59708, The County, GB-Aycliffe, +44 1325 312273
-3.98584, 50.99890, The Rising Sun, GB-Umberleigh, +44 1769 564764
-2.22818, 52.26998, The Crowne and Sandys Arms, GB-Ombersley, +44 1905 620252
-0.73993, 52.76031, The Berkley Arms, GB-Wymondham, +44 1572 787587
-1.36488, 51.87527, The Kings Head Inn, GB-Wooton, +44 1993 811340
-2.67467, 50.84525, The Fox Inn, GB-Corscombe, +44 1935 891330
-1.50124, 51.82378, The Bird in the Hand, GB-Hailey, +44 1993 868321
-3.67316, 50.99486, The Masons Arms Inn, GB-Knowstone, +44 1398 341231
-1.64783, 53.15575, The Druid Inn, GB-Birchover, +44 1629 650302
-1.58158, 51.04509, The Star Inn, GB-East Tytherley, +44 1794 340225
-2.80378, 52.05013, The Ancient Camp Inn, GB-Ruckhall, +44 1981 250449
-1.26747, 51.64560, The Fish, GB-Sutton Courtney, +44 1235 848242
-0.70009, 51.50865, The Waterside Inn, GB-Bray, +44 1628 620691
-1.65797, 53.08495, The Olde Gate Inn, GB-Brassington, +44 1629 540448
-4.09238, 50.60123, The Elephant's Nest Inn, GB-Horndon, +44 1822 810273
-0.81533, 52.91084, The Peacock Inn, GB-Redmile, +44 1949 842554
0.91801, 51.89047, The Rose and Crown, GB-Colchester, +44 1206 866677
-2.04108, 53.53522, The White Hart, GB-Lydgate, +44 1457 872566
-2.66876, 53.04976, The Cholmondeley Arms, GB-Cholmondeley, +44 1829 720300
-1.98754, 50.71416, The Guildhall Tavern, GB-Poole, +44 1202 671717
-5.06625, 50.19477, The Pandora Inn, GB-Mylor Bridge, +44 1326 372678
-2.72004, 52.37324, The Unicorn Inn, GB-Ludlow, +44 1584 873555
1.18669, 51.19378, The Old Coach House, GB-Barnham Downs, +44 1227 831218
-5.49276, 50.14486, The White Hart Inn, GB-Ludgvan, +44 1736 740574
-1.72149, 51.92963, The Royalist Hotel, GB-Stow on the Wold, +44 1451 830670
-2.52050, 53.91719, The Inn at Whitewell, GB-Whitewell, +44 1200 448222
-1.85025, 50.94521, The Compasses Inn, GB-Damerham, +44 1725 828231
-0.99965, 53.18699, The Olde Red Lion, GB-Wellow, +44 1623 861000
-1.66286, 51.93224, The Fox, GB-Lower Oddington, +44 1451 870555
-2.44556, 54.98790, The Milecastle, GB-Haltwhistle, +44 1434 320682
-3.45303, 51.12956, The Royal Oak, GB-Kingsbridge, +44 1984 640319
-2.21323, 51.72236, The Bear Hotel, GB-Rodborough, +44 1453 878522
-2.68549, 50.75807, The Marquis of Lorne, GB-Nettlecombe, +44 1308 485236
-4.20152, 50.33398, The Halfway House, GB-Kingsland, +44 1752 822279
-1.87605, 51.10700, The Bell Inn, GB-South Newton, +44 1722 743336
-1.73123, 52.03861, The Churchill Arms, GB-Paxford, +44 1386 594000
-1.38108, 51.32742, The Yew Tree Inn, GB-Highclere, +44 1635 253360
-0.69002, 52.73736, The Black Bull, GB-Market Overton, +44 1572 767677
-2.57862, 54.21040, The Pheasant Inn, GB-Casterton, +44 1524 271230
-2.12303, 50.75279, The Cock and Bottle, GB-East Morden, +44 1929 459238
-0.61941, 50.96372, The Badgers, GB-Petworth, +44 1798 342651
-3.79277, 50.70516, The Drewe Arms, GB-Drewsteignton, +44 1647 281224
-1.20616, 51.46705, The Royal Oak, GB-Yattendon, +44 1635 201325
-2.64577, 53.11877, The Dysart Arms, GB-Bunbury, +44 1829 260183
0.08330, 52.03598, The King William IV, GB-Heydon, +44 1763 838773
-2.38220, 51.33818, The Wheatsheaf Inn, GB-Coombe Hay, +44 1225 833504
-0.53121, 52.89821, The Ropsley Fox, GB-Ropsley, +44 1476 585339
0.09854, 52.39613, The Anchor Inn, GB-Sutton Gault, +44 1353 778537
-4.82841, 50.54478, The Malsters Arms, GB-Chapel Amble, +44 1208 812473
-0.12582, 51.51171, The Lamb and Flag, GB-Covent Garden, +44 20 7497 9504
-2.73004, 52.55251, The Royal Oak, GB-Cardington, +44 1694 771266
-4.31648, 50.98456, The Hoops Country Inn, GB-Horn's Cross, +44 1237 451222
-1.20217, 52.41662, The White Swan Inn, GB-Shawell, +44 1788 860357
-0.81666, 53.34638, The Reindeer Inn, GB-Sturton Le Steeple, +44 1427 880298
-1.71803, 51.36942, The Royal Oak, GB-Wooton Rivers, +44 1672 810823
-2.28362, 52.05632, The Anchor Inn, GB-Welland, +44 1684 592317
-0.59460, 50.98031, The Black Horse, GB-Byworth, +44 1798 342424
0.52144, 52.19037, The Star Inn, GB-Lidgate, +44 1638 500275
0.40409, 51.14669, The Halfway House, GB-Brenchley, +44 1892 722526
-0.58235, 53.05930, The George Hotel, GB-Leadenham, +44 1400 272251
0.13782, 50.83145, The Rose Cottage Inn, GB-Alciston, +44 1323 870377
-2.84422, 52.28245, The Riverside Inn, GB-Aymestrey, +44 1568 708440
1.01468, 52.95420, The Kings Arms, GB-Blakeney, +44 1263 740341
-3.44967, 50.61676, The Anchor, GB-Cockwood, +44 1626 890203
-1.31909, 52.41209, The Golden Lion Inn, GB-Easenhall, +44 1788 832265
-1.31027, 53.16656, The Hardwick Inn, GB-Doe Lea, +44 1246 850245
-3.21977, 51.17913, The Hood Arms, GB-Kilve, +44 1278 741210
-1.95208, 54.04680, The Red Lion Hotel, GB-Burnsall, +44 1756 720204
0.86861, 52.09183, The Swann Inn, GB-Monks Eleigh, +44 1449 741391
-2.00971, 54.59387, Rose and Crown Inn, GB-Romaldkirk, +44 1833 650213
0.50391, 52.87945, The Rose and Crown, GB-Snettisham, +44 1485 541382
-1.32154, 51.54013, The Harrow, GB-West Ilsley, +44 1635 281260
0.14436, 51.74454, The Rainbow and Dove, GB-Hastingwood, +44 1279 415419
-2.24729, 54.97303, The General Havelock Inn, GB-Haydon Bridge, +44 1434 684376
-0.48505, 53.91285, The Rockingham Arms, GB-Lockington, +44 1430 810607
-1.63944, 51.80820, The Lamb Inn, GB-Burford, +44 1993 823155
-3.32467, 51.05406, The Three Horseshoes, GB-Langley Marsh, +44 1984 623763
0.80412, 51.59573, The Plough and Sail, GB-Paglesham, +44 1702 258242
-3.12931, 50.69364, The Mason's Arms, GB-Branscombe, +44 1297 680300
-3.63490, 50.58491, The Claycutters Arms, GB-Chudleigh Knighton, +44 1626 853566
0.09340, 52.81324, The Chequers, GB-Gedney Dyke, +44 1406 362666
-1.42494, 51.96060, The Falkland Arms, GB-Great Tew, +44 1608 683653
0.83101, 52.53430, The Chequers Inn, GB-Thompson, +44 1953 483360
-0.44882, 52.79472, The Black Horse, GB-Grimsthorpe, +44 1778 591247
-1.89044, 51.74508, The Village Pub, GB-Barnsley, +44 1285 740421
-1.73346, 53.01951, The Bramhalls, GB-Ashbourne, +44 1335 346158
-4.26437, 50.42213, The Crooked Inn, GB-Saltash, +44 1752 848177
-1.96183, 53.37892, The Walzing Weasel, GB-Birch Vale, +44 1663 743402
0.20914, 52.03412, The Queens Head, GB-Littlebury, +44 1799 522251
-1.43746, 51.99844, The White Swan, GB-Wigginton, +44 1608 737669
1.55570, 52.33653, The Queens Head Inn, GB-Blyford, +44 1502 478404
-2.81242, 52.83549, The Burlton Inn, GB-Burlton, +44 1939 270204
-3.52552, 50.65997, The Ley Arms, GB-Kenn, +44 1392 832341
-1.38534, 51.40498, The Red House, GB-Marsh Benham, +44 1635 582017
-1.93534, 54.86497, The Manor House Inn, GB-Caterway Heads, +44 1207 255268
-0.98286, 52.92632, The Plough Inn, GB-Cropwell Butler, +44 115 933 3124
-1.59762, 51.85942, Shaven Crowne Hotel, GB-Shipston under Wychwood, +44 1993 830330
-5.27425, 50.05545, The Halzephorn Inn, GB-Gunwalloe, +44 1326 240406
-0.34802, 51.09016, The Sussex Oak, GB-Warnham, +44 1403 265028
-1.87058, 50.84624, The Old Barn Farm, GB-Three Legged Cross, +44 1202 812901
-0.16251, 51.46708, The Fox and Hounds, GB-Westminster, +44 20 7924 5483
0.79608, 52.10906, The Angel Hotel, GB-Lavenham, +44 1787 247388
-3.07458, 50.83652, The Kings Arms, GB-Stockland, +44 1404 881361
-1.03160, 51.63289, The Goose, GB-Britwell Salome, +44 1491 612308
-1.59351, 54.20417, The Bruce Arms, GB-West Tanfield, +44 1677 470325
-2.26834, 50.67052, The Countryman Inn, GB-East Knighton, +44 1305 852666
1.22850, 52.81059, The Buckinghamshire Arms, GB-Blickling, +44 1263 732133
-2.00065, 54.42195, The Charles Bathhurst, GB-Langthwaite, +44 1748 884567
-3.11586, 52.37919, The Red Lion, GB-Llanfair Waterdine, +44 1547 528214
-1.72414, 53.24054, The Monsal Head, GB-Monsal Head, +44 1629 640566
-0.58020, 52.53689, The Queens Head, GB-Bulwick, +44 1780 450272
-2.01678, 53.39348, The Oddfellows Arms, GB-Mellor, +44 161 449 7826
-2.20188, 51.51959, The Neeld Arms, GB-Grittleton, +44 1249 782470
-2.58247, 53.01833, The Bhurtpore, GB-Aston, +44 1270 780917
-2.21958, 51.69750, The Egypt Mill, GB-Nailsworth, +44 1453 833449
0.72388, 52.58287, The Windmill Inn, GB-Water End, +44 1760 756232
-1.86542, 52.09167, The Fleece Inn, GB-Bretforton, +44 1386 831173
-0.05121, 50.91979, The Jolly Sportsman, GB-East Chiltington, +44 1273 890400
-2.50867, 53.68913, The Royal Arms, GB-Tockholes, +44 1254 705373
-2.72739, 50.70390, The Anchor, GB-Burton Bradstock, +44 1308 897228
-0.97327, 51.30240, The Falcon, GB-Rotherwick, +44 1256 762586
-1.61365, 53.18884, The Grouse and Claret, GB-Rowsley, +44 1629 733233
-1.86119, 52.03618, The Lygon Arms, GB-Broadway, +44 1386 852255
0.13531, 50.92921, The Black Lion Inn, GB-Halland, +44 1825 840304
-1.01213, 54.23075, The Star, GB-Harome, +44 1439 770397
0.19658, 51.94579, The Cricketers Arms, GB-Rickling Green, +44 1799 543210
-1.82055, 54.13513, The Yorke Arms, GB-Ramsgill, +44 1423 755243
0.85174, 52.32701, The Six Bells Inn, GB-Bardwell, +44 1359 250820
0.04318, 52.22584, The Three Horseshoes, GB-Madingley, +44 1954 210221
-2.64538, 51.93436, The Lough Pool Inn, GB-Sellack, +44 1989 730236
-2.76730, 53.62883, The Red Lion Inn, GB-Mawdesley, +44 1704 822208
0.52032, 52.22654, The Affleck Arms, GB-Dalham, +44 1638 500306
-0.03387, 51.50894, The Grapes, GB-Poplar, +44 20 7987 4396
-1.44467, 51.16596, The White Lion, GB-Wherwell, +44 1264 860317
-1.87141, 52.14242, The Kings Arms, GB-Cleeve Prior, +44 1789 773335
-4.75754, 50.64485, The Port William, GB-Tintagel, +44 1840 770230
1.16829, 51.18149, The Jackdaw, GB-Denton, +44 1303 844 663
1.31381, 52.04015, The Fox Inn, GB-Newbourne, +44 1473 736307
-0.60306, 52.58994, The Exeter Arms, GB-Barrowden, +44 1572 747247
-2.03736, 51.06420, The Compasses, GB-Lower Chicksgrove, +44 1722 714318
-0.85949, 52.94234, The Manor Arms, GB-Elton, +44 1949 850272
-4.98488, 50.21575, The Roseland, GB-Philleigh, +44 1872 580254
-0.44751, 52.91203, The Red Lion, GB-Newton, +44 1529 497256
-2.32482, 51.30093, The George Inn, GB-Norton St Phillip, +44 1373 834224
-1.77865, 54.26934, The Blue Lion, GB-East Witton, +44 1969 624273
-1.83656, 51.33323, The Seven Stars, GB-Bottleford, +44 1672 851325
-2.94933, 50.89358, The Hornsbury Mill, GB-Chard, +44 1460 63317
1.51914, 52.31072, The Queens Head, GB-Bramfield, +44 1986 784214
0.87273, 51.95156, The Rose and Crown, GB-Great Horkesley, +44 1206 271251
-4.10104, 50.57973, The Peter Tavy Inn, GB-Peter Tavy, +44 1822 810348
-0.17039, 51.48326, The Cross Keys, GB-Chelsea, +44 20 7349 9111
-1.04432, 52.91418, The Rose and Crowne, GB-Cotgrave, +44 115 989 2245
-2.28798, 52.16769, The Bear and Raggged Staff, GB-Bransford, +44 1886 833399
0.00602, 52.20632, The Blue Lion, GB-Hardwick, +44 1954 210328
-2.71912, 50.74554, The Loders Arms, GB-Loders, +44 1308 422431
-1.67553, 53.60787, The Three Acres Inn, GB-Shelly, +44 1484 602606
-2.87431, 52.15887, The Salutation Inn, GB-Weobley, +44 1544 318443
-0.89648, 51.67883, The Sir Charles Napier, GB-Chinnor, +44 1494 483011
-2.25088, 51.34786, The Dandylion, GB-Bradford Upon Avon, +44 1225 863433
